No,Compound name,SMILES,Lecithin(%),pH,DMSO_Conc (w/v%),Donor_Plate_Volume (µm),Acceptor_Plate_Volume (µm),Temperature (??,Incubation_Time (hr),%T/MR,Pe,logPe,Source,SMILES_clean,PC1_acid_base_score,AcidBaseClass
71.0,,CCC1=CC(=CC=C1)NC(=O)CSC2=NC3=CC=CC=C3N=C2N4CCCCC4,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,350.84,-3.454890898,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCc1cccc(NC(=O)CSc2nc3ccccc3nc2N2CCCCC2)c1,-0.00803552479182503,Neutral
72.0,,CC1(CC2=C(C=C(C(=O)N2C3=C(C=CC(=C3)OC)OC)C4=NC(=CS4)C5=CC=C(C=C5)Cl)C(=O)C1)C,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,331.1,-3.480040819,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,COc1ccc(OC)c(-n2c3c(cc(-c4nc(-c5ccc(Cl)cc5)cs4)c2=O)C(=O)CC(C)(C)C3)c1,0.009082348270033923,Neutral
73.0,,C1=CC=C(C=C1)C(C(=O)NC2=CC=C(C=C2)Cl)NS(=O)(=O)C3=CC=CS3,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,443.46,-3.353145547,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,O=C(Nc1ccc(Cl)cc1)C(NS(=O)(=O)c1cccs1)c1ccccc1,-0.011095550423950253,Neutral
74.0,,CC1=C(C=CC(=C1)Br)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=CS3,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,79.41,-4.100124804,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,Cc1cc(Br)ccc1NC(=O)C(NS(=O)(=O)c1cccs1)c1ccccc1,-0.0073178097311985485,Neutral
75.0,,CC1=C(C=C(C=C1)NC(=O)NCC2CCN(CC2)CC3=CC(=CC=C3)Cl)Cl,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,Cc1ccc(NC(=O)NCC2CCN(Cc3cccc(Cl)c3)CC2)cc1Cl,-0.021304714821854212,Neutral
76.0,,C1CN(CCC1CNC(=O)NC2=CC(=C(C=C2)F)Cl)CC3=CC(=CC=C3)Cl,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,637.64,-3.195424447,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,O=C(NCC1CCN(Cc2cccc(Cl)c2)CC1)Nc1ccc(F)c(Cl)c1,-0.021157788323179657,Neutral
77.0,,CCOC1=CC(=C(C=C1)OCC)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(S3)Br,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,636.72,-3.196051508,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCOc1ccc(OCC)c(NC(=O)C(NS(=O)(=O)c2ccc(Br)s2)c2ccccc2)c1,0.014339555309906282,Neutral
78.0,,CC(=O)NC1=CC=C(C=C1)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(S3)Br,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,16.25,-4.789146635,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CC(=O)Nc1ccc(NC(=O)C(NS(=O)(=O)c2ccc(Br)s2)c2ccccc2)cc1,0.008496015187632,Neutral
79.0,,CCN(C1=CC(=C(C=C1)C)C)C(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(S3)Br,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,109.62,-3.960110202,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCN(C(=O)C(NS(=O)(=O)c1ccc(Br)s1)c1ccccc1)c1ccc(C)c(C)c1,-0.005853309525149473,Neutral
80.0,,CC1=CC(=C(C=C1)C)CN2CCC(CC2)CNC(=O)NC3=C(C=C(C=C3)Br)F,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,979.44,-3.009022164,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,Cc1ccc(C)c(CN2CCC(CNC(=O)Nc3ccc(Br)cc3F)CC2)c1,-0.01851159135577527,Neutral
81.0,,COC1=C(C(=CC(=C1)C2CC(=O)NC3=CC4=C(C=C23)OCCO4)Br)OC,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,COc1cc(C2CC(=O)Nc3cc4c(cc32)OCCO4)cc(Br)c1OC,-0.013408264727633174,Neutral
82.0,,CC(C)OC1=CC=CC(=C1)C2CC(=O)NC3=CC4=C(C=C23)OCO4,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,785.46,-3.104875927,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CC(C)Oc1cccc(C2CC(=O)Nc3cc4c(cc32)OCO4)c1,-0.023638407105236573,Neutral
83.0,,CC1=C(C=C(C=C1)NC2=C(C(=O)C3=CC=CC=C32)C4=CC=C(C=C4)C(F)(F)F)F,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,574.0,-3.241088108,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,Cc1ccc(NC2=C(c3ccc(C(F)(F)F)cc3)C(=O)c3ccccc32)cc1F,-0.02495256596662739,Neutral
84.0,,CCN(C1=CC=CC=C1)S(=O)(=O)C2=C(N=C3N(C2=O)C(=CS3)C)C,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,478.66,-3.319972864,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCN(c1ccccc1)S(=O)(=O)c1c(C)nc2scc(C)n2c1=O,-0.019878865732512737,Neutral
85.0,,CC1=C(C(=CC=C1)N2CCN(CC2)C3=NC4=CC=CC=C4C5=NN=C(N53)C)C,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,Cc1cccc(N2CCN(c3nc4ccccc4c4nnc(C)n34)CC2)c1C,-0.015209071218303763,Neutral
86.0,,CC1=CC=C(C=C1)C(=O)NC2=C(N=C(N=C2NC3=CC=C(C=C3)C)NC4=CC=C(C=C4)C)C,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,6.76,-5.170053304,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,Cc1ccc(Nc2nc(C)c(NC(=O)c3ccc(C)cc3)c(Nc3ccc(C)cc3)n2)cc1,0.006383733482262856,Neutral
87.0,,CCOC1=CC=C(C=C1)NC2=NC(=NC(=C2NC(=O)C3=CC=C(C=C3)C)C)NC4=CC=C(C=C4)OCC,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,59.0,-4.229147988,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCOc1ccc(Nc2nc(C)c(NC(=O)c3ccc(C)cc3)c(Nc3ccc(OCC)cc3)n2)cc1,0.02652927142365799,Neutral
88.0,,CCC1=NC2=C(C=CC(=C2)C(=O)NCCCOC)SC3=C1C=C(C=C3)Br,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCC1=Nc2cc(C(=O)NCCCOC)ccc2Sc2ccc(Br)cc21,-0.016104443590467553,Neutral
89.0,,CN1C2=CC=CC=C2N=C(C1=O)C(=O)NC3=CC(=C(C(=C3)OC)OC)OC,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,151.35,-3.820017575,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,COc1cc(NC(=O)c2nc3ccccc3n(C)c2=O)cc(OC)c1OC,-0.007180467498870075,Neutral
90.0,,C1COC2=C(O1)C=CC(=C2)NC(=O)CSC3=C(NC(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,585.0,-3.232844134,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,O=C(CSc1nc(-c2ccc(F)cc2)[nH]c1-c1ccc(F)cc1)Nc1ccc2c(c1)OCCO2,0.00877917166687387,Neutral
91.0,,CCC1=NC2=C(C=CC(=C2)C(=O)NC3CCCC3)SC4=C1C=C(C=C4)Cl,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,639.9,-3.19388789,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCC1=Nc2cc(C(=O)NC3CCCC3)ccc2Sc2ccc(Cl)cc21,-0.023360565426312617,Neutral
92.0,,CCOC(=O)C1=CC=C(C=C1)N2C(C3=C(NN=C3C2=O)C4=CC=CS4)C5=C(C=C(C=C5)Cl)Cl,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,315.67,-3.50076669,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCOC(=O)c1ccc(N2C(=O)c3n[nH]c(-c4cccs4)c3C2c2ccc(Cl)cc2Cl)cc1,0.0042468890950478795,Neutral
93.0,,CCOC1=CC=C(C=C1)C2C3=C(NN=C3C(=O)N2C4=CC=C(C=C4)C(=O)OCC)C5=CC=CS5,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,448.13,-3.348595981,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCOC(=O)c1ccc(N2C(=O)c3n[nH]c(-c4cccs4)c3C2c2ccc(OCC)cc2)cc1,0.010544743515341124,Neutral
94.0,,CCN(CC1=CC=CC=C1)CC2=C(C(NC(=O)N2)C3=CC=C(C=C3)OC(C)C)C(=O)OCC,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCOC(=O)C1=C(CN(CC)Cc2ccccc2)NC(=O)NC1c1ccc(OC(C)C)cc1,0.005738919215239657,Neutral
95.0,,CCOC(=O)C1=CC=C(C=C1)N2C(C3=C(NN=C3C2=O)C4=CC=CO4)C5=CC=C(C=C5)C,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,231.48,-3.635486526,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCOC(=O)c1ccc(N2C(=O)c3n[nH]c(-c4ccco4)c3C2c2ccc(C)cc2)cc1,0.0013027652394742369,Neutral
96.0,,COC1=CC(=C(C=C1)OC)NC2=C3CCCC3=NC4=CC=CC=C42,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,129.3,-3.888401475,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,COc1ccc(OC)c(Nc2c3c(nc4ccccc24)CCC3)c1,-0.023916400977403645,Neutral
97.0,,CC1=CC(=C(C=C1)OC)NC2=C3CCCC3=NC4=CC=CC=C42,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,292.9,-3.533280628,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,COc1ccc(C)cc1Nc1c2c(nc3ccccc13)CCC2,-0.030910529970774953,Neutral
98.0,,CC1=CC(=C(C=C1)C)CN2C3=C(C=CC(=C3)C(=O)N4CCN(CC4)C5=CC=CC=C5F)S(=O)C6=CC=CC=C6C2=O,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,932.21,-3.030486243,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,Cc1ccc(C)c(CN2C(=O)c3ccccc3S(=O)c3ccc(C(=O)N4CCN(c5ccccc5F)CC4)cc32)c1,0.007190673289155749,Neutral
99.0,,CCOC1=CC=C(C=C1)NC(=O)CC2C(=O)N(C(=O)N2CCC3=C(C=CS3)C)C4=CC=C(C=C4)F,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,830.61,-3.080602845,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCOc1ccc(NC(=O)CC2C(=O)N(c3ccc(F)cc3)C(=O)N2CCc2sccc2C)cc1,0.008187436679824522,Neutral
100.0,,COC1=CC=C(C=C1)C2=NC3=C(CC4=CC=CC=C4O3)C(=N2)SCC(=O)NC5=CC=C(C=C5)C(=O)O,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,36.62,-4.43628166,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,COc1ccc(-c2nc3c(c(SCC(=O)Nc4ccc(C(=O)O)cc4)n2)Cc2ccccc2O3)cc1,0.02289554188246059,Neutral
101.0,,CCCNC(=O)C1=CC2=C(C=C1)SC3=C(C=CC(=C3C(=N2)C)C)C,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCCNC(=O)c1ccc2c(c1)N=C(C)c1c(C)ccc(C)c1S2,-0.030998785752240944,Neutral
102.0,,CC1=C2C(=NC3=C(C=CC(=C3)C(=O)NCCC4=CC=CC=C4)SC2=C(C=C1)C)C,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,466.05,-3.331567488,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CC1=Nc2cc(C(=O)NCCc3ccccc3)ccc2Sc2c(C)ccc(C)c21,-0.018936161570814056,Neutral
103.0,,CN(C1=CC=C(C=C1)OC)C(=O)C2=CC3=C(S2)C4=CC=CC=C4OC3,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,963.08,-3.016337636,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,COc1ccc(N(C)C(=O)c2cc3c(s2)-c2ccccc2OC3)cc1,-0.027137186366852018,Neutral
104.0,,CCC1=CC2=C(C(=CN=C2C=C1)C(=O)C3=CC(=C(C=C3)C)C)N4CCC(CC4)C(=O)N,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,653.08,-3.185033616,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCc1ccc2ncc(C(=O)c3ccc(C)c(C)c3)c(N3CCC(C(N)=O)CC3)c2c1,-0.008188555244056971,Neutral
105.0,,CC1=CC=C(C=C1)C2=NC(=C(O2)C)CN3C4=C(C=C3C(=O)OC)OC=C4,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,256.88,-3.590269707,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,COC(=O)c1cc2occc2n1Cc1nc(-c2ccc(C)cc2)oc1C,-0.015169917249447221,Neutral
106.0,,CN1C2=C(C=C(C=C2)NC(=O)C3=CC(=CC=C3)Br)N=C1CN4CCCCC4,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,178.44,-3.748507785,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,Cn1c(CN2CCCCC2)nc2cc(NC(=O)c3cccc(Br)c3)ccc21,-0.015460643242742577,Neutral
107.0,,COC1=CC=C(C=C1)C2=NOC(=N2)CSC3=NN=C(N3C4=CC=C(C=C4)F)CC5=CC=CC=C5,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,COc1ccc(-c2noc(CSc3nnc(Cc4ccccc4)n3-c3ccc(F)cc3)n2)cc1,0.013478119919627789,Neutral
108.0,,CC1=C(C(=O)N2C(=N1)N=C(N2)NC(=O)C3=CC=C(C=C3)C(C)(C)C)Cl,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,83.87,-4.076393357,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,Cc1nc2nc(NC(=O)c3ccc(C(C)(C)C)cc3)[nH]n2c(=O)c1Cl,-0.015621828032953776,Neutral
109.0,,C1=CC=C(C=C1)CNC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=C(C=C3)F,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,295.97,-3.528752308,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,O=C(NCc1ccccc1)c1nc(S(=O)(=O)Cc2ccc(F)cc2)ncc1Cl,-0.008009828982907556,Neutral
110.0,,C1=CC=C(C(=C1)CS(=O)(=O)C2=NC=C(C(=N2)C(=O)NC3=CC=CC=C3F)Cl)F,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,505.0,-3.296708622,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,O=C(Nc1ccccc1F)c1nc(S(=O)(=O)Cc2ccccc2F)ncc1Cl,-0.009210522325685519,Neutral
111.0,,CCC1=NN=C(S1)NC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=C(C=C3)C,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,710.55,-3.148405356,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(C)cc3)ncc2Cl)s1,0.004695715241786141,Neutral
112.0,,CCCCCN1C=C2C(=C1C3=CC=C(C=C3)Br)C(=O)N(C(=O)N2C)C,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,945.87,-3.024168549,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCCCCn1cc2c(c1-c1ccc(Br)cc1)c(=O)n(C)c(=O)n2C,-0.021115797001583794,Neutral
113.0,,CCCCN1C=C2C(=C1C3=CC=C(C=C3)Br)C(=O)N(C(=O)N2C)C,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCCCn1cc2c(c1-c1ccc(Br)cc1)c(=O)n(C)c(=O)n2C,-0.024194436978910057,Neutral
114.0,,CN1C2=CN(C(=C2C(=O)N(C1=O)C)C3=CC=C(C=C3)Br)CCC4=CC=CC=C4,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,590.74,-3.228603621,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,Cn1c(=O)c2c(-c3ccc(Br)cc3)n(CCc3ccccc3)cc2n(C)c1=O,-0.015210452774809426,Neutral
115.0,,CCS(=O)(=O)C1=NC=C(C(=N1)C(=O)NC2=C(C=CC(=C2)C)C)N(CC3=CC=C(C=C3)F)CC4=CC=CO4,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,696.0,-3.15739076,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCS(=O)(=O)c1ncc(N(Cc2ccc(F)cc2)Cc2ccco2)c(C(=O)Nc2cc(C)ccc2C)n1,0.020133781759697437,Neutral
116.0,,CCOC(=O)N1CCN(CC1)CC2=NC3=C(N2C(C)C)C=CC(=C3)NC(=O)C4=CC=C(C=C4)OC,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,808.19,-3.092486528,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCOC(=O)N1CCN(Cc2nc3cc(NC(=O)c4ccc(OC)cc4)ccc3n2C(C)C)CC1,0.010946527879955098,Neutral
117.0,,CCC1=CC=C(C=C1)OC(C)C(=O)N2CCC(CC2)C3=NC4=CC=CC=C4O3,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCc1ccc(OC(C)C(=O)N2CCC(c3nc4ccccc4o3)CC2)cc1,-0.018288861129757042,Neutral
118.0,,CN(C1=CC=CC=C1)C(=O)CSC2=NC3=C(S2)C=C(C=C3)NC(=O)C4=CC=C(C=C4)F,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,900.54,-3.045496992,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CN(C(=O)CSc1nc2ccc(NC(=O)c3ccc(F)cc3)cc2s1)c1ccccc1,-0.003621222041041256,Neutral
119.0,,CCOC1=CC=C(C=C1)C2=NN=C(O2)SCC(=O)NCC3=CC=CC=C3Cl,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,2.0,-5.698970004,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCOc1ccc(-c2nnc(SCC(=O)NCc3ccccc3Cl)o2)cc1,-0.004945072381440695,Neutral
120.0,,CCC1=CC=C(C=C1)N2C3=C(C(SCC(=O)N3)C4=CC=CC=C4C)C(=N2)C,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,706.67,-3.150783345,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCc1ccc(-n2nc(C)c3c2NC(=O)CSC3c2ccccc2C)cc1,-0.0198667140640142,Neutral
121.0,,COC1=CC=CC(=C1)C(=O)NC2=NN=C(S2)S(=O)(=O)N3CCOCC3,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,786.8,-3.104135649,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,COc1cccc(C(=O)Nc2nnc(S(=O)(=O)N3CCOCC3)s2)c1,-0.002918192299827696,Neutral
122.0,,CC(C)OC1=CC=C(C=C1)CNC(=O)C2CCN(CC2)C(=O)N3CCOC4=C3C=C(C=C4)Cl,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,859.51,-3.065749066,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CC(C)Oc1ccc(CNC(=O)C2CCN(C(=O)N3CCOc4ccc(Cl)cc43)CC2)cc1,-0.0045919023046151804,Neutral
123.0,,COC1=C(C=C(C=C1)CCNC(=O)CN2C3=C(C=CC(=C3)F)N4C=CC=C4C2=O)OC,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,317.04,-3.498885941,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,COc1ccc(CCNC(=O)Cn2c(=O)c3cccn3c3ccc(F)cc32)cc1OC,4.612047816674204e-05,Neutral
124.0,,CCN(CC)CCCNC(=O)C1=CC2=C(C=C1)N3C=C(N=C3S2)C4=CC=C(C=C4)OCC,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,114.22,-3.942257844,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,CCOc1ccc(-c2cn3c(n2)sc2cc(C(=O)NCCCN(CC)CC)ccc23)cc1,0.005409993552669612,Neutral
125.0,,COC1=CC(=CC(=C1OC)OC)NC(=O)C2=CC(=NO2)C3=CC=CC=C3O,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,COc1cc(NC(=O)c2cc(-c3ccccc3O)no2)cc(OC)c1OC,-0.000346461043136136,Neutral
126.0,,COC1=CC2=C(C=C1)C(=C(N2CC3=CC=C(C=C3)C=C)C(=O)O)CNC4CCCCC4,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,702.5,-3.153353671,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,C=Cc1ccc(Cn2c(C(=O)O)c(CNC3CCCCC3)c3ccc(OC)cc32)cc1,-0.0014471841364451792,Neutral
127.0,,CC1=C(C=C(C=C1)N2C(=O)C3=C(C4=CC=CC=C4O3)N(C2=O)CC(=O)NC5=CC(=C(C=C5)F)Cl)C,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,582.9,-3.234405945,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,Cc1ccc(-n2c(=O)c3oc4ccccc4c3n(CC(=O)Nc3ccc(F)c(Cl)c3)c2=O)cc1C,0.007628080783230966,Neutral
128.0,,CC1=CC=C(C=C1)C2=C(SC=C2CN3CCN(CC3)C4=CC=CC(=C4)C(F)(F)F)C,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,35.02,-4.455683858,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,Cc1ccc(-c2c(CN3CCN(c4cccc(C(F)(F)F)c4)CC3)csc2C)cc1,-0.024668106402493572,Neutral
129.0,,CC1=CC(=C(C=C1Cl)OC)NS(=O)(=O)C2=C(N=C3N(C2=O)C=CS3)C,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,801.59,-3.096047709,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,COc1cc(Cl)c(C)cc1NS(=O)(=O)c1c(C)nc2sccn2c1=O,-0.008682211920714096,Neutral
130.0,,CC1=C(C(=O)N2C=CSC2=N1)S(=O)(=O)NC3=CC=C(C=C3)C(=O)OC,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,412.73,-3.384333963,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,COC(=O)c1ccc(NS(=O)(=O)c2c(C)nc3sccn3c2=O)cc1,-0.004982169223714741,Neutral
131.0,,CC(C)CCN1C(=O)C2=C(C=CS2)N3C1=NN=C3CCCC(=O)NC4=CC(=C(C=C4)OC)Cl,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,COc1ccc(NC(=O)CCCc2nnc3n(CCC(C)C)c(=O)c4sccc4n23)cc1Cl,0.01621274427143798,Neutral
132.0,,CC1CCCN(C1)C2=C(C=C3C(=C2)N(C=C(C3=O)S(=O)(=O)C4=CC=CC(=C4)C)CC5=CC=CC=C5)F,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,832.0,-3.079876674,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,Cc1cccc(S(=O)(=O)c2cn(Cc3ccccc3)c3cc(N4CCCC(C)C4)c(F)cc3c2=O)c1,0.0009339263795500922,Neutral
133.0,,CC1CCCCN1C2=C(C=C3C(=C2)N(C=C(C3=O)S(=O)(=O)C4=CC=CC(=C4)C)CC5=CC=CC=C5)F,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,485.18,-3.31409711,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,Cc1cccc(S(=O)(=O)c2cn(Cc3ccccc3)c3cc(N4CCCCC4C)c(F)cc3c2=O)c1,0.000977771140433551,Neutral
134.0,,CC1=CC(=C(C=C1)NC(=O)C2=C(C3=C(N2C)C=CC(=C3)C)N4CCCC4=O)C,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,Cc1ccc(NC(=O)c2c(N3CCCC3=O)c3cc(C)ccc3n2C)c(C)c1,-0.02113330495169469,Neutral
135.0,,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NC(C)C4=CC=CC=C4)C)C,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,561.83,-3.250395075,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,Cc1ccc(-n2nc3c(=O)n(CCCC(=O)NC(C)c4ccccc4)nc(C)c3c2C)cc1,0.003973464493906251,Neutral
136.0,,CC1=CC2=C(C=C1)C(=C(N2CC3=CC=C(C=C3)OC)C(=O)O)CNCC4=CC=CO4,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,617.63,-3.209271617,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,COc1ccc(Cn2c(C(=O)O)c(CNCc3ccco3)c3ccc(C)cc32)cc1,0.001423690954689071,Neutral
137.0,,CC1=CC2=C(C=C1)C(=C(N2CC3=CC=C(C=C3)OC)C(=O)O)CNCC4=CC(=CC=C4)OC,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,931.16,-3.030975688,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,COc1ccc(Cn2c(C(=O)O)c(CNCc3cccc(OC)c3)c3ccc(C)cc32)cc1,0.006712571089108038,Neutral
138.0,,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NCC4=CC=CC=C4OC)C)C,20.0,5.0,0.5,200.0,200.0,25.0,0.5,,236.54,-3.626095408,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871,COc1ccccc1CNC(=O)CCCn1nc(C)c2c(C)n(-c3ccc(C)cc3)nc2c1=O,0.010889879033214792,Neutral
